"RETAILER_CONTACT_CODE";"RETAILER_SITE_CODE";"FIRST_NAME";"LAST_NAME";"FIRST_NAME_MB";"LAST_NAME_MB";"GENDER_CODE";"JOB_POSITION_EN";"JOB_POSITION_FR";"JOB_POSITION_DE";"JOB_POSITION_NL";"JOB_POSITION_JA";"JOB_POSITION_CS";"JOB_POSITION_HU";"JOB_POSITION_KO";"JOB_POSITION_PT";"JOB_POSITION_SC";"JOB_POSITION_TC";"JOB_POSITION_DA";"JOB_POSITION_EL";"JOB_POSITION_FI";"JOB_POSITION_IT";"JOB_POSITION_NO";"JOB_POSITION_PL";"JOB_POSITION_RU";"JOB_POSITION_SV";"JOB_POSITION_ES";"JOB_POSITION_TH";"JOB_POSITION_MS";"JOB_POSITION_ID";"PHONE_NUMBER";"EXTENSION";"FAX";"EMAIL"
"3714";"20695";"Jacqueline";"den Haan";"Jacqueline";"den Haan";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"31-43-5699123";"1144";"31-43-5699125";"Jacqueline.denHaan@Klim695.com"
"3715";"20696";"Marijke";"Van Gils";"Marijke";"Van Gils";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"31-523-230035";"4477";"31-523-230034";"Marijke.VanGils@Fred696.com"
"3716";"20697";"Linda";"Muijs";"Linda";"Muijs";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"31-20-6500223";"9988";"31-20-6500221";"Linda.Muijs@Euro697.com"
"3717";"20698";"Antoinette";"Rijsdijk";"Antoinette";"Rijsdijk";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"31-321-235512";"6655";"31-321-235514";"Antoinette.Rijsdijk@Kamp698.com"
"3718";"20699";"Carla";"Meesters";"Carla";"Meesters";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"31-20-2003658";"7744";"31-20-2003668";"Carla.Meesters@Klim699.com"
"3719";"20700";"Adela";"Panella";"Adela";"Panella";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"31-224-568897";"7755";"31-224-568899";"Adela.Panella@Aard700.com"
"3720";"20701";"Pablo";"Matles";"Pablo";"Matles";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"34-93-2359887";"3221";"34-93-2359882";"Pablo.Matles@Pico701.com"
"3721";"20702";"Juan";"Lima";"Juan";"Lima";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"34-94-5688774";"4548";"34-94-5688776";"Juan.Lima@Vall702.com"
"3722";"20703";"Miguel";"Duarte";"Miguel";"Duarte";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"34-985-562234";"3225";"34-985-562236";"Miguel.Duarte@Cand703.com"
"3723";"20704";"Anabele";"Espuny";"Anabele";"Espuny";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"34-941-658856";"545";"34-941-658859";"Anabele.Espuny@;lf704.com"
"3724";"20705";"Herminia";"Mi;ya";"Herminia";"Mi;ya";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"34-91-235546";"888";"34-91-235548";"Herminia.Mi;ya@Alpi705.com"
"3725";"20706";"Katherine";"Palomino";"Katherine";"Palomino";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"34-976-254454";"1447";"34-976-254456";"Katherine.Palomino@Supr706.com"
"3726";"20707";"Didier";"Dubayle";"Didier";"Dubayle";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"41-21-5445875";"5888";"41-21-5445876";"Didier.Dubayle@Crem707.com"
"3727";"20708";"Gilles";"Bermond";"Gilles";"Bermond";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"41-22-5644877";"1544";"41-22-5644879";"Gilles.Bermond@Cont708.com"
"3728";"20709";"Yves";"Augustin";"Yves";"Augustin";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"41-22-2300332";"8778";"41-22-2300335";"Yves.Augustin@Cons709.com"
"3729";"20710";"Vincent";"Diu";"Vincent";"Diu";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"41-91-2300005";"8777";"41-91-2300006";"Vincent.Diu@Rosa710.com"
"3730";"20711";"Nicole";"Wilhelm";"Nicole";"Wilhelm";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"41-44-2314456";"3221";"41-44-2314465";"Nicole.Wilhelm@Opti711.com"
"3731";"20712";"Damian";"Rickenbacher";"Damian";"Rickenbacher";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"41-33-5622114";"5888";"41-33-5622115";"Damian.Rickenbacher@Berg712.com"
"3732";"20713";"Cecile";"Fournier";"Cecile";"Fournier";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"41-91-3211557";"8787";"41-91-3211559";"Cecile.Fournier@LaS713.com"
"3733";"20714";"Diane";"Soubrie";"Diane";"Soubrie";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"41-21-2355441";"8782";"41-21-2355443";"Diane.Soubrie@Cord714.com"
"3734";"20715";"Peter";"Howlett";"Peter";"Howlett";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"41-34-2300556";"2115";"41-34-2300551";"Peter.Howlett@Tops715.com"
"3735";"20716";"Emilie";";lub";"Emilie";";lub";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"41-22-2355664";"8997";"41-22-2355662";"Emilie.;lub@Esca716.com"
"3736";"20717";"Eva";"Scherz";"Eva";"Scherz";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"41-26-2355441";"9991";"41-26-2355446";"Eva.Scherz@Dive717.com"
"3737";"20718";"Maggie";"Ploeg";"Maggie";"Ploeg";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"41-26-5622113";"7554";"41-26-5622114";"Maggie.Ploeg@Camp718.com"
"3738";"20719";"Christoph";"Kühne";"Christoph";"Kühne";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"41-71-4522885";"3221";"41-71-4522884";"Christoph.Kuhne@Haus719.com"
"3739";"20720";"Karin";"Mingardi";"Karin";"Mingardi";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"41-61-2350221";"5549";"41-61-2350223";"Karin.Mingardi@Supe720.com"
"3740";"20721";"Urs";"Salzmann";"Urs";"Salzmann";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"41-62-2356450";"1995";"41-62-2356452";"Urs.Salzmann@Alpi721.com"
"3741";"20722";"Helene";"Blaser";"Helene";"Blaser";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"41-91-5688774";"9775";"41-91-5688775";"Helene.Blaser@Greg722.com"
"3742";"20723";"Walter";"Rossi";"Walter";"Rossi";"0";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"41-26-5488774";"991";"41-26-5488775";"Walter.Rossi@Tent723.com"
"3743";"20724";"Rolf";"Bartenstein";"Rolf";"Bartenstein";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"41-62-2300378";"322";"41-62-2300379";"Rolf.Bartenstein@;lf724.com"
"3744";"20725";"Annie";"Keller";"Annie";"Keller";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"41-31-5422445";"551";"41-31-5422446";"Annie.Keller@Camp725.com"
"3745";"20726";"Maya";"Liepert";"Maya";"Liepert";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"41-91-2566452";"112";"41-91-2566453";"Maya.Liepert@Mond726.com"
"3746";"20727";"LingYan";"Ye";"??";"?";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"86-21-32515880";"557";"86-21-32515884";"LingYan.Ye@Worl727.com"
"3747";"20728";"Shaun";"Yeo";"?";"?";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"86-21-20525882";"998";"86-21-20525883";"Shaun.Yeo@Gin728.com"
"3748";"20729";"Wei Peng";"Loy";"??";"??";"0";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"86-21-30259852";"545";"86-21-30259851";"WeiPeng.Loy@Yuan729.com"
"3749";"20730";"Chen";"Ho";"?";"?";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"86-21-30254222";"336";"86-21-30254223";"Chen.Ho@Hong730.com"
"3750";"20731";"Michael";"Wang";"?";"?";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"86-21-19852334";"7889";"86-21-19852335";"Michael.Wang@Chua731.com"
"3751";"20732";"Jane";"Chan";"?";"?";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"86-21-31025220";"1557";"86-21-31025221";"Jane.Chan@Moun732.com"
"3752";"20733";"Li Ling";"Yap";"?";"?";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"86-21-35908740";"8784";"86-21-35908744";"LiLing.Yap@Exte733.com"
"3753";"20734";"LingYan";"Jun";"??";"?";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"86-21-20015008";"8774";"86-21-20015009";"LingYan.Jun@Jame734.com"
"3754";"20735";"Asha";"Yap";"?";"?";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"86-21-25589887";"3225";"86-21-25589888";"Asha.Yap@Chen735.com"
"3755";"20736";"Timothy";"Bolton";"Timothy";"Bolton";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"44-207-89789542";"6225";"44-207-89789544";"Timothy.Bolton@Perc736.com"
"3756";"20737";"Walter";"Cave";"Walter";"Cave";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"44-208-36651220";"1448";"44-208-36651222";"Walter.Cave@Baxt737.com"
"3757";"20738";"Nora";"Catley";"Nora";"Catley";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"44-207-23011297";"1753";"44-207-23011298";"Nora.Catley@Brea738.com"
"3758";"20739";"Rick";"Cavanagh";"Rick";"Cavanagh";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"44-118-8974455";"3157";"44-118-8974459";"Rick.Cavanagh@Brow739.com"
"3759";"20740";"Paula";"Chambers";"Paula";"Chambers";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"44-118-3215987";"588";"44-118-3215981";"Paula.Chambers@Camp740.com"
"3760";"20741";"Rosa";"Chatterton";"Rosa";"Chatterton";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"44-7092-562215";"215";"44-7092-562216";"Rosa.Chatterton@Coun741.com"
